"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 19 19:43:35 GMT 2024","Sun May 19 19:44:03 GMT 2024","28375","tests","test_sing_up","TestSignUp","","","test_user_can_sign_up[chromium]","Test user can sign up"
